airline,date,sentiment,pk
iberia,2017-12-24,neutral,903
other,2018-01-03,negative,904
ryanair,2018-01-03,negative,905
ryanair,2018-01-03,negative,906
other,2017-12-01,negative,907
other,2017-12-01,negative,908
other,2017-12-01,negative,909
iberia,2017-11-28,negative,910
iberia,2017-12-06,negative,911
iberia,2017-11-21,neutral,912
other,2017-12-05,neutral,913
other,2017-12-05,neutral,914
iberia,2017-12-05,neutral,915
other,2017-11-07,positive,916
ryanair,2017-11-07,positive,917
iberia,2017-12-13,neutral,918
other,2017-12-05,negative,919
iberia,2017-12-05,negative,920
iberia,2017-12-05,negative,921
iberia,2017-12-29,negative,922
ryanair,2018-01-08,negative,923
ryanair,2017-11-23,negative,924
other,2018-01-08,positive,925
iberia,2017-11-02,neutral,926
iberia,2017-11-02,neutral,927
aena,2017-11-02,neutral,928
other,2017-12-17,negative,929
iberia,2017-12-26,negative,930
iberia,2017-12-26,negative,931
iberia,2017-11-25,neutral,932
ryanair,2017-11-30,neutral,933
iberia,2017-11-24,positive,934
other,2017-10-27,negative,935
iberia,2017-11-16,negative,936
iberia,2017-11-22,negative,937
iberia,2017-11-23,neutral,938
ryanair,2017-12-13,negative,939
ryanair,2017-12-13,negative,940
other,2017-12-14,negative,941
iberia,2017-11-25,negative,942
other,2017-11-17,negative,943
iberia,2017-12-17,negative,944
iberia,2017-12-30,negative,945
other,2017-12-12,negative,946
other,2017-12-23,neutral,947
iberia,2017-12-23,neutral,948
iberia,2017-12-24,negative,949
iberia,2017-10-25,positive,950
other,2017-11-26,positive,951
iberia,2017-11-23,negative,952
iberia,2017-11-04,positive,953
iberia,2017-11-22,negative,954
iberia,2017-12-14,negative,955
ryanair,2017-11-27,neutral,956
iberia,2017-11-02,positive,957
iberia,2017-11-14,positive,958
ryanair,2017-11-30,neutral,959
iberia,2017-12-27,negative,960
other,2017-12-27,negative,961
airnostrum,2017-12-27,negative,962
other,2017-12-27,negative,963
iberia,2017-10-26,positive,964
other,2018-01-04,negative,965
other,2017-11-24,negative,966
other,2017-11-24,negative,967
other,2017-11-24,negative,968
other,2017-11-24,negative,969
iberia,2017-12-02,negative,970
other,2017-11-17,negative,971
iberia,2017-11-26,neutral,972
ryanair,2017-12-23,negative,973
iberia,2017-11-07,negative,974
other,2017-12-05,positive,975
iberia,2017-12-05,positive,976
iberia,2018-01-02,neutral,977
other,2017-11-05,neutral,978
other,2017-12-15,negative,979
other,2017-12-15,negative,980
iberia,2017-12-15,negative,981
iberia,2017-12-19,negative,982
iberia,2017-12-28,negative,983
iberia,2017-11-27,neutral,984
iberia,2017-10-30,negative,985
iberia,2017-12-17,neutral,986
iberia,2017-11-24,negative,987
iberia,2017-12-14,neutral,988
other,2017-11-22,negative,989
other,2017-11-22,negative,990
other,2017-11-22,negative,991
other,2017-12-26,negative,992
iberia,2017-12-26,negative,993
iberia,2017-11-28,negative,994
other,2017-11-04,neutral,995
other,2017-11-04,neutral,996
iberia,2017-12-14,positive,997
iberia,2017-12-27,neutral,998
other,2017-12-13,negative,999
other,2017-12-22,negative,1000
iberia,2017-12-22,negative,1001
other,2017-12-22,negative,1002
other,2017-12-22,negative,1003
iberia,2017-11-05,negative,1004
iberia,2017-11-05,negative,1005
iberia,2017-11-23,positive,1006
iberia,2017-12-14,positive,1007
iberia,2017-12-18,negative,1008
iberia,2017-10-26,positive,1009
other,2017-12-19,negative,1010
other,2017-12-19,negative,1011
iberia,2017-12-19,negative,1012
vueling,2017-12-19,negative,1013
iberia,2017-12-19,negative,1014
other,2017-12-14,positive,1015
airnostrum,2017-12-14,positive,1016
iberia,2017-12-14,positive,1017
iberia,2017-10-30,neutral,1018
other,2017-10-30,neutral,1019
iberia,2017-11-16,positive,1020
iberia,2017-11-16,positive,1021
iberia,2017-11-21,negative,1022
other,2017-11-21,negative,1023
other,2017-11-21,negative,1024
other,2017-11-21,negative,1025
other,2017-11-21,negative,1026
other,2017-11-21,negative,1027
other,2017-11-21,negative,1028
other,2017-11-21,negative,1029
other,2018-01-01,positive,1030
other,2018-01-01,positive,1031
airnostrum,2018-01-01,positive,1032
iberia,2018-01-01,positive,1033
other,2018-01-01,positive,1034
other,2018-01-01,positive,1035
other,2018-01-01,positive,1036
other,2018-01-01,positive,1037
iberia,2017-12-26,negative,1038
iberia,2017-11-22,negative,1039
iberia,2017-12-03,negative,1040
iberia,2017-11-09,neutral,1041
other,2017-11-09,neutral,1042
iberia,2017-10-26,neutral,1043
other,2017-10-26,neutral,1044
ryanair,2018-01-04,negative,1045
ryanair,2018-01-02,neutral,1046
iberia,2017-12-22,negative,1047
other,2018-01-03,neutral,1048
other,2018-01-03,neutral,1049
other,2018-01-03,neutral,1050
other,2018-01-03,neutral,1051
other,2018-01-03,neutral,1052
iberia,2017-11-03,negative,1053
other,2017-11-30,negative,1054
iberia,2017-11-30,negative,1055
other,2017-11-30,negative,1056
other,2017-12-23,negative,1057
vueling,2017-12-23,negative,1058
iberia,2017-12-23,negative,1059
iberia,2017-11-05,negative,1060
other,2017-11-28,negative,1061
iberia,2017-11-28,negative,1062
iberia,2017-11-28,negative,1063
aireuropa,2017-11-28,negative,1064
other,2017-12-27,neutral,1065
other,2017-12-27,neutral,1066
ryanair,2017-12-27,neutral,1067
ryanair,2017-12-27,neutral,1068
iberia,2017-11-16,negative,1069
other,2017-12-13,neutral,1070
iberia,2018-01-08,negative,1071
other,2017-10-27,negative,1072
iberia,2017-10-27,negative,1073
other,2017-12-01,negative,1074
iberia,2017-12-01,negative,1075
other,2017-12-01,negative,1076
iberia,2018-01-03,negative,1077
iberia,2017-11-14,neutral,1078
ryanair,2017-11-28,negative,1079
iberia,2017-11-28,neutral,1080
iberia,2017-11-25,negative,1081
iberia,2017-11-14,neutral,1082
other,2017-10-30,neutral,1083
iberia,2017-10-30,neutral,1084
aireuropa,2017-10-30,neutral,1085
iberia,2017-11-06,neutral,1086
iberia,2017-11-23,positive,1087
iberia,2017-12-27,positive,1088
iberia,2017-12-19,neutral,1089
other,2017-12-06,positive,1090
iberia,2017-12-06,positive,1091
iberia,2017-11-03,positive,1092
other,2017-11-17,positive,1093
iberia,2017-11-04,negative,1094
iberia,2017-12-17,positive,1095
ryanair,2017-11-23,neutral,1096
ryanair,2017-10-25,negative,1097
ryanair,2017-10-25,negative,1098
ryanair,2017-10-25,negative,1099
iberia,2017-12-14,positive,1100
iberia,2017-12-19,neutral,1101
other,2017-12-14,neutral,1102
other,2017-12-14,neutral,1103
iberia,2017-12-14,neutral,1104
other,2017-12-31,positive,1105
iberia,2017-11-14,positive,1106
iberia,2017-11-22,negative,1107
iberia,2017-11-22,negative,1108
other,2018-01-01,positive,1109
other,2018-01-01,positive,1110
ryanair,2018-01-01,negative,1111
iberia,2017-11-30,neutral,1112
other,2017-11-30,neutral,1113
aireuropa,2017-12-13,negative,1114
iberia,2017-11-23,positive,1115
norwegian,2017-11-25,positive,1116
iberia,2017-11-17,neutral,1117
other,2017-10-26,neutral,1118
other,2017-12-28,negative,1119
other,2017-12-28,negative,1120
other,2017-12-28,negative,1121
iberia,2017-12-28,negative,1122
other,2017-12-15,positive,1123
iberia,2017-12-15,positive,1124
other,2017-12-15,positive,1125
other,2017-12-15,positive,1126
other,2017-12-15,positive,1127
other,2017-12-15,positive,1128
other,2017-12-15,positive,1129
other,2017-12-15,positive,1130
other,2017-12-12,negative,1131
iberia,2017-11-04,positive,1132
other,2017-11-24,neutral,1133
iberia,2017-11-24,neutral,1134
wizzair,2017-11-24,neutral,1135
iberia,2017-11-17,neutral,1136
iberia,2017-11-05,neutral,1137
iberia,2017-12-13,negative,1138
other,2017-11-27,negative,1139
other,2017-11-27,negative,1140
iberia,2017-11-27,negative,1141
ryanair,2017-11-27,negative,1142
vueling,2017-10-25,positive,1143
iberia,2017-10-25,positive,1144
other,2017-12-28,negative,1145
other,2017-12-31,negative,1146
other,2017-12-31,negative,1147
iberia,2017-12-31,negative,1148
iberia,2017-11-30,negative,1149
other,2017-11-06,neutral,1150
other,2017-11-06,neutral,1151
other,2017-11-06,neutral,1152
ryanair,2017-11-23,neutral,1153
other,2017-12-31,negative,1154
iberia,2017-12-31,negative,1155
iberia,2017-11-03,negative,1156
other,2018-01-03,positive,1157
other,2018-01-03,positive,1158
iberia,2017-11-27,negative,1159
other,2017-11-22,neutral,1160
iberia,2017-11-22,neutral,1161
iberia,2017-12-24,negative,1162
other,2017-12-24,negative,1163
other,2017-11-16,positive,1164
other,2017-11-15,positive,1165
vueling,2017-11-15,positive,1166
other,2017-11-23,positive,1167
other,2017-11-23,positive,1168
iberia,2018-01-04,negative,1169
iberia,2017-12-28,negative,1170
iberia,2017-12-28,negative,1171
other,2017-11-22,negative,1172
iberia,2017-11-22,negative,1173
other,2017-11-16,neutral,1174
iberia,2017-12-04,positive,1175
iberia,2017-12-14,negative,1176
other,2017-12-14,negative,1177
iberia,2017-12-29,negative,1178
other,2017-11-30,neutral,1179
iberia,2017-11-30,neutral,1180
other,2017-11-30,neutral,1181
ryanair,2017-12-15,negative,1182
other,2017-12-13,negative,1183
iberia,2017-12-13,negative,1184
other,2017-12-13,negative,1185
other,2017-12-12,neutral,1186
other,2017-12-12,neutral,1187
other,2017-12-12,neutral,1188
other,2017-12-12,neutral,1189
ryanair,2017-12-12,neutral,1190
iberia,2017-12-30,negative,1191
iberia,2017-11-30,neutral,1192
iberia,2017-11-14,negative,1193
other,2017-11-07,negative,1194
ryanair,2017-11-07,negative,1195
iberia,2017-12-16,negative,1196
iberia,2018-01-03,neutral,1197
ryanair,2017-11-30,positive,1198
iberia,2017-12-24,negative,1199
iberia,2017-11-27,positive,1200
ryanair,2017-11-03,positive,1201
iberia,2018-01-04,negative,1202
other,2017-11-27,positive,1203
iberia,2017-11-27,positive,1204
other,2017-11-27,positive,1205
iberia,2017-10-30,neutral,1206
other,2017-10-30,neutral,1207
other,2017-11-30,negative,1208
iberia,2017-11-30,negative,1209
other,2017-12-30,negative,1210
other,2017-10-26,positive,1211
other,2017-12-19,neutral,1212
other,2017-11-30,negative,1213
iberia,2017-11-29,neutral,1214
other,2017-12-12,negative,1215
iberia,2017-11-20,positive,1216
iberia,2017-11-03,negative,1217
ryanair,2017-11-14,neutral,1218
iberia,2017-11-21,negative,1219
other,2017-12-24,negative,1220
iberia,2017-12-24,negative,1221
other,2017-12-24,negative,1222
other,2017-11-16,negative,1223
other,2017-11-16,negative,1224
ryanair,2017-12-01,positive,1225
ryanair,2017-12-01,positive,1226
ryanair,2017-12-01,positive,1227
aena,2017-12-01,positive,1228
other,2017-12-01,positive,1229
other,2017-12-01,positive,1230
other,2017-12-01,positive,1231
other,2017-12-01,positive,1232
other,2017-11-02,negative,1233
other,2017-12-15,positive,1234
ryanair,2017-12-15,positive,1235
iberia,2017-11-06,negative,1236
other,2017-12-19,neutral,1237
other,2017-12-19,neutral,1238
iberia,2017-12-19,neutral,1239
other,2017-12-19,neutral,1240
other,2017-12-19,neutral,1241
other,2017-12-19,neutral,1242
other,2017-12-19,neutral,1243
other,2017-12-19,neutral,1244
ryanair,2017-12-14,neutral,1245
other,2017-11-24,neutral,1246
iberia,2017-10-25,negative,1247
other,2017-10-25,negative,1248
other,2017-12-19,negative,1249
other,2017-11-16,negative,1250
other,2017-11-16,negative,1251
other,2017-11-16,negative,1252
other,2017-11-16,negative,1253
iberia,2017-11-07,negative,1254
ryanair,2017-12-15,neutral,1255
other,2017-12-13,negative,1256
other,2017-12-31,negative,1257
iberia,2017-12-31,negative,1258
other,2017-11-03,neutral,1259
iberia,2017-11-03,neutral,1260
iberia,2018-01-03,negative,1261
other,2017-12-01,negative,1262
other,2017-12-14,negative,1263
other,2017-12-14,negative,1264
iberia,2017-12-14,negative,1265
iberia,2017-12-15,negative,1266
iberia,2017-12-14,positive,1267
iberia,2017-12-14,positive,1268
other,2017-11-28,positive,1269
other,2017-11-28,positive,1270
iberia,2017-11-28,positive,1271
other,2017-12-02,neutral,1272
iberia,2017-12-02,neutral,1273
other,2017-12-02,neutral,1274
iberia,2017-11-06,negative,1275
iberia,2017-12-19,negative,1276
iberia,2018-01-04,negative,1277
iberia,2017-12-23,negative,1278
iberia,2017-11-21,neutral,1279
iberia,2017-12-15,negative,1280
iberia,2017-11-04,neutral,1281
iberia,2017-12-24,negative,1282
iberia,2017-12-03,neutral,1283
iberia,2017-11-16,negative,1284
iberia,2017-11-29,neutral,1285
other,2017-12-06,negative,1286
other,2017-12-06,negative,1287
other,2017-11-04,negative,1288
other,2017-11-04,negative,1289
other,2017-11-04,negative,1290
ryanair,2017-11-04,negative,1291
ryanair,2017-11-04,negative,1292
easyjet,2017-11-04,negative,1293
iberia,2017-11-04,negative,1294
other,2017-11-04,negative,1295
other,2017-12-22,negative,1296
other,2017-12-29,neutral,1297
iberia,2017-12-05,neutral,1298
other,2017-12-05,neutral,1299
other,2017-12-05,neutral,1300
iberia,2017-11-27,negative,1301
other,2017-11-27,negative,1302
ryanair,2017-12-14,negative,1303
ryanair,2017-12-14,negative,1304
iberia,2017-12-14,positive,1305
ryanair,2017-11-23,neutral,1306
other,2017-12-05,neutral,1307
other,2017-12-05,neutral,1308
iberia,2017-12-05,neutral,1309
other,2017-12-05,neutral,1310
other,2017-12-05,neutral,1311
iberia,2017-12-22,neutral,1312
iberia,2017-11-07,positive,1313
other,2017-12-29,negative,1314
other,2017-12-29,negative,1315
other,2017-12-29,negative,1316
iberia,2017-12-13,negative,1317
other,2018-01-08,negative,1318
ryanair,2017-11-15,negative,1319
iberia,2017-11-03,negative,1320
iberia,2017-11-03,negative,1321
iberia,2018-01-03,negative,1322
other,2017-12-12,neutral,1323
ryanair,2017-12-12,neutral,1324
iberia,2017-11-29,negative,1325
iberia,2017-12-27,positive,1326
other,2017-10-30,positive,1327
ryanair,2017-11-30,neutral,1328
ryanair,2017-11-23,negative,1329
other,2017-11-14,positive,1330
iberia,2017-11-30,neutral,1331
other,2017-11-05,neutral,1332
iberia,2017-11-05,neutral,1333
other,2017-11-15,neutral,1334
iberia,2017-12-25,positive,1335
other,2017-11-23,negative,1336
other,2017-12-12,negative,1337
iberia,2017-12-12,negative,1338
other,2017-12-12,negative,1339
iberia,2017-12-12,negative,1340
iberia,2017-11-16,positive,1341
iberia,2017-11-22,positive,1342
other,2017-11-20,negative,1343
iberia,2017-11-23,positive,1344
ryanair,2017-12-23,negative,1345
iberia,2017-12-27,neutral,1346
iberia,2017-11-17,neutral,1347
other,2017-11-05,negative,1348
other,2017-11-05,negative,1349
iberia,2017-11-05,negative,1350
other,2017-11-20,neutral,1351
iberia,2017-11-20,neutral,1352
iberia,2017-11-14,positive,1353
iberia,2017-10-31,neutral,1354
other,2017-12-12,negative,1355
iberia,2017-11-05,neutral,1356
other,2017-11-05,neutral,1357
other,2017-12-14,neutral,1358
iberia,2017-11-28,neutral,1359
ryanair,2018-01-03,negative,1360
ryanair,2018-01-02,neutral,1361
other,2017-12-26,negative,1362
iberia,2017-12-26,negative,1363
other,2017-11-25,positive,1364
other,2017-11-25,positive,1365
other,2017-11-07,negative,1366
iberia,2017-11-22,positive,1367
iberia,2017-12-24,negative,1368
other,2018-01-01,negative,1369
other,2018-01-01,negative,1370
iberia,2018-01-01,negative,1371
iberia,2017-11-28,positive,1372
iberia,2018-01-04,negative,1373
iberia,2018-01-08,positive,1374
other,2017-11-29,positive,1375
iberia,2017-11-29,positive,1376
ryanair,2018-01-02,negative,1377
ryanair,2018-01-02,negative,1378
other,2017-12-01,neutral,1379
other,2017-12-01,neutral,1380
ryanair,2017-12-01,neutral,1381
other,2017-10-30,negative,1382
iberia,2017-10-30,negative,1383
other,2017-12-18,neutral,1384
iberia,2017-12-18,neutral,1385
aena,2017-11-02,neutral,1386
other,2017-11-02,neutral,1387
ryanair,2017-11-02,neutral,1388
other,2017-11-02,neutral,1389
other,2018-01-02,positive,1390
iberia,2017-11-26,negative,1391
other,2017-11-26,negative,1392
other,2017-12-29,positive,1393
other,2017-10-30,positive,1394
other,2017-10-30,positive,1395
ryanair,2017-10-30,positive,1396
iberia,2017-12-22,positive,1397
iberia,2017-11-23,neutral,1398
other,2017-11-22,neutral,1399
other,2017-12-01,negative,1400
iberia,2017-11-25,neutral,1401
other,2017-12-14,positive,1402
other,2017-12-14,positive,1403
other,2017-12-05,negative,1404
other,2017-12-12,positive,1405
other,2017-10-30,positive,1406
iberia,2017-10-30,positive,1407
other,2017-10-30,positive,1408
other,2017-10-30,positive,1409
other,2017-10-30,positive,1410
other,2017-10-30,positive,1411
other,2017-10-30,positive,1412
other,2017-10-30,positive,1413
other,2017-10-30,positive,1414
other,2017-10-30,positive,1415
other,2018-01-01,negative,1416
other,2018-01-01,negative,1417
iberia,2017-12-13,negative,1418
iberia,2017-11-06,negative,1419
other,2017-10-26,neutral,1420
iberia,2017-12-18,positive,1421
other,2017-10-25,positive,1422
iberia,2017-12-18,negative,1423
iberia,2017-11-27,positive,1424
other,2017-12-26,negative,1425
iberia,2017-12-26,negative,1426
iberia,2017-12-27,neutral,1427
other,2017-11-30,positive,1428
iberia,2017-11-16,positive,1429
other,2017-12-06,negative,1430
other,2017-12-06,negative,1431
iberia,2017-12-06,negative,1432
other,2017-12-06,negative,1433
iberia,2017-12-15,neutral,1434
iberia,2017-11-30,neutral,1435
other,2017-10-25,neutral,1436
iberia,2017-11-26,neutral,1437
other,2017-11-26,neutral,1438
ryanair,2017-11-20,neutral,1439
iberia,2017-11-27,negative,1440
iberia,2017-10-25,neutral,1441
other,2017-11-25,neutral,1442
iberia,2017-11-25,neutral,1443
iberia,2017-11-25,neutral,1444
iberia,2017-12-01,negative,1445
iberia,2017-11-27,positive,1446
iberia,2017-12-18,negative,1447
iberia,2017-12-30,negative,1448
iberia,2017-11-21,negative,1449
other,2017-12-22,positive,1450
airnostrum,2017-12-22,positive,1451
iberia,2017-12-22,positive,1452
other,2017-12-22,positive,1453
other,2017-12-22,positive,1454
other,2017-12-22,positive,1455
other,2017-12-22,positive,1456
other,2017-12-22,positive,1457
iberia,2017-12-29,neutral,1458
iberia,2017-12-29,neutral,1459
other,2017-12-31,neutral,1460
other,2018-01-04,negative,1461
other,2018-01-04,negative,1462
other,2017-12-02,negative,1463
other,2017-12-02,negative,1464
other,2017-12-17,negative,1465
other,2017-11-22,negative,1466
other,2017-11-22,negative,1467
other,2017-11-22,negative,1468
